review_date,handle,rating,helpfulness_rating,review
"June 1, 2021",too many technical terms for a non nerd,1.0,,"This was my 5th Hamilton Brew station that leaked.  The first one lasted a while before it started leaking and the second and third one lasted a shorter period, the fourth and fifth one started leaking immediately.  We liked the design concept and each time we thought Hamilton Beach would find the problem and realize they had a problem, but  they evidently did not care .  DO NOT PURCHASE !!!!."
"March 9, 2020",Roxanne Green,5.0,,"Makes hot, iced, bold, or weak coffee. Whatever you want. And it keeps it all hot/cold and fresh inside the coffee maker. I wish the button wasn't so hard to push. You have to have this coffee maker against a wall or it will push over."
"February 14, 2019",M. R. Schrag,2.0,One,"I love the design of this coffee maker. I like everything about it unfortunately, the coffee does not taste very good. It is not awful but it’s not good. Just saying ....You get what you pay for.The price was right so I decided to try it."
"June 24, 2021",zztekjw,5.0,,My sixth unit in twelve tears. Average life 2 yrs before leaks appear. Stained and broken glass pots sold me on this unit.  Great value for the money.
"January 5, 2021",Andy Galindo,1.0,,"I have always been a fan of the Brew Station. The ease of not having to use a craft has always made it my number 1 choice however, this is the first time I am thoroughly disappointed. Unfortunately if you do not put your coffee cup to the very top and only push the dispenser from the very bottom, coffee comes pouring out through the back of the coffee cup. I have purchased at least 5 Brew Stations over the years and this has been the worst model!!!!"
"July 15, 2016",KAT N,5.0,,This coffee maker came into our house to replace our Keurig.  The one cup at a time was killing our pocket book.  This is one of the best coffee makers I have ever owned.  It keeps your coffee hot for hours without burning it.  It is easy to clean.  Makes a great cup of coffee and is compact enough to fit on our small counter! This is a must in a kitchen!  No more cup by cup this Coffee Maker gets 5 stars from us!!!!
"May 8, 2021",ECross,5.0,,I had another one and broke it while I was taking it apart to deep clean it (don't disassemble it and take apart the screen at the bottom of the reservoir) and had to buy another one.
"June 13, 2016",Ric DePontee,5.0,2,"My single serve coffee maker died so I needed something new. Being retired now, I have more time to sit and enjoy my coffee, several cups as a matter of fact. Thus the reason a new single serve coffee maker was not going to be ideal. I set the timer to brew 1 hour before I get up. Then when I'm ready for a cup of coffee, I just put my cup under the coffee maker and walla I'm in business. Love it way more than getting a new single serve."
"January 26, 2021",Christina,1.0,,Every morning I have to push the on button several times to get it to perk The coffee in the pot does not stay hot..the bottom leaks water every pot made..and u literally have to hold the pot so it doesn’t move..because u put your mug up to it and push the dispenser...to fill mug
"January 6, 2020",Della falbo,2.0,,"I thought I would. I like the design, the side reservoir, but good gods is it loud! The whole time it is on! Drove me nuts. And it has an option to keep your coffee warm for a while....what it doesn't say is that not only does it keep your coffee warm, It Constantly Cooks It. So by the time you are near the end of the pot, it's nasty.  Yeah, Do not recommend unless you like noise. Loud Noise."
"October 25, 2020",Danielle,3.0,,"Nice features and easy to use, but the design isn't great. The button to dispense the coffee is hard to push without holding the pot in place and when you open the top, condensation drips everywhere"
"January 6, 2019",kathlee,3.0,,"It's easy to use, and have been using it for over a month now, but for some reason you can taste a plastic taste in the coffee; especially if it sits the whole 4 hours, so I probably wouldn't recommend it. Was going to immediately return it in November because it wasn't what I wanted, but kept it anyway. Realized that I have until the end of this month to return it, so we'll see."
"December 6, 2016",Leslie,5.0,,This is the 3rd coffee maker in this style we have purchased in 20 years or so... We love how easy it is and no glass carafe to break. This model has a timer and standard clock etc.. very easy to set up easy to use easy to clean. I picked this one over another because it stated it didn't have BPA (Lord knows what the other 2 ones added to our coffee) I have made as small as 4 cups but the norm for us is 12 cups (a full pot) and didn't notice any problems or taste difference. Very happy with my purchase so far!! Recommend.. heck yeah.
"December 21, 2019",Rowaida,5.0,,"I have had this machine since Dec 2013, this year, Dec 2019 it stopped working (still makes coffee but the ""push"" to get coffee out broke). What a workhorse! This is a solid machine that makes good coffee."
"November 14, 2020",marked1,5.0,,I bought this one since my other Hamilton Beach started to leak after 7-8 years of service. I really liked my other one. This has more functions and works quite well. It has a little better flavor.
"July 17, 2020",paul demos,1.0,,"Do not buy this coffee maker. After less than one month's the coffee started leaking into the coffee warming plate filling it with at least 1 cup of coffee. I had to soak it up with paper towels and a sponge. It does this every time I brew coffee. It feels very cheaply made unlike most Hamilton beach products I have purchased.  Because of Covid 19,  There is no customer phone support. I have emailed them with no response. Unfortunately I will just end up throwing it into the garbage."
"March 15, 2021",tracy stokes,1.0,,"This coffee pot brews a pot very quickly, temperature is perfect for up to 4 hours. Unfortunately it leaks internally every time you get a cup and even after filling it with water before you even brew the pot. Makes a mess all over your counter with every pot. I threw the box away after unpacking so no way to send it back for a new one or a return. I wouldn’t buy it again. Extremely bummed!"
"February 12, 2017",Amazon Customer,1.0,One,"This is our second brew station.  The first one lasted a long time, but finally died.  This one is not at all like our original one.  It gets too hot.  You can actually hear the coffee boil.  The first cup tastes fine, but don't bother drinking coffee half an hour after it has been brewed - it tastes horrible.  Clearly Hamilton Beach is not familiar with the ""if it ain't broke don't fix it"" concept. I will probably end up retiring this coffee maker after less than two months and spend the extra money to purchase an air pot type of coffee maker."
"March 5, 2013",Kindle Customer,3.0,,"Over the past 8 years we've owned 2 of the older versions of the Brewstations (47665). My husband tended to be an early morning coffee slosher with the traditional carafe coffee pots. The Brewstations have reduced the coffee messes considerably. I'll never buy another style of coffee maker again. We've always been happy with the taste of the brews whether we grind our beans, or use pre-ground coffee.  We've never had a problem with burnt taste and I don't anticipate any problems with this newer version. We've not had any filling problems with cups of any size or thickness including my husband's large thermos for work(once we learned the correct angle of approach) The Good: The 48465 is slightly taller but much narrower.  I like the way the water reservoir is designed. It's in the lower part of the machine and is much easier to fill and has clear water level marks inside the reservoir on the left. The brewed coffee level gauges on both sides of the tank are a nice addition - they're much larger and easier to see. The feature set is nice, particularly the ability to extend the warming time past 2 hours and brewing smaller amounts of coffee. The Not So Good: This machine is much lighter-weight than the older versions. It started shaking back and forth when I started the brew cycle. There may be a warped spot in my counter but the old version sits solidly in the same spot and I can't even make wiggle it by hand. The plastic on the new one is thin, the edges aren't smooth and there are spots that look as though they were rubbed shiny. The old version has uniform, sturdier plastic and smooth seams. The lid is inset, rather than overlapping like the old one, and is off center (but does close completely) The coffee tank takes more attention to make sure it's properly seated. No more satisfying 'thunk' letting me know it's in there just right. The 48465 is nowhere near as well constructed as the 47665.  If you really don't need all the extra bells and whistles I would go for that model.  I may well order another one of those and set this one aside as a spare."
"April 26, 2020",Jessica,5.0,,"My favorite coffee pot. I had the older version & when it FINALLY quit, I was so excited to see this new version. I love it! It works perfect, easy to use & programming is easy."
"March 3, 2013",CM,5.0,,"Pros: Keeps coffee hot for up to 4 hours, without a burnt taste Easy to clean Makes good tasting, hot coffee Easy to read # of cups of water you want to add Shows how many cups you have left to drink You can use almost any size cup to pour the coffee into Cons: The lid is very tall. When I lift it up I have to to put it on the edge of the counter sideways, and then slide it back under the cabinet (but that's not a big deal) Haven't used it for large gatherings yet, but guests would either have to serve themselves, or I could use my old Mr Coffee Carafe and serve that way"
"May 30, 2021",lovetoshop,5.0,,ive always used the regular pour water in top and glass decanter and always got water and coffee all over the place. now there is no spilling of either!
"February 24, 2017",thejoyoftom,5.0,,"I cannot praise this coffee maker enough. It meets all my requirements. #1 It is easy to clean: the basket reservoir, the basket that holds the coffee filter, and the water tank lift completely out so you can take them to the sink to empty and wash. The opening of each is large enough to reach your hand in to scrub if needed #2 it's easy to fill (for the same reasons that it is easy to clean) #3 it's easy to use (It's not totally intuitive when it comes to programming. I had to read the booklet that comes with it to set the timer #4 It does have an auto shut off but at 4 hours, not 2. This was an important feature because a 2 hour shut off is just too soon for me. #5 It keeps the coffee at a good even temperature. This is important if you drink coffee over the course of the morning like I do. Of course, what difference would it make if the unit stayed on for 4 hours but didn't keep the coffee hot? And #6 It will make up to 12 cups of coffee. There are other features, like brew strength options, but the ones I've mentioned were most important to me. Like I said, I just love this coffee maker."
"January 15, 2021",Amazon Customer,1.0,,"We had a hamilton Beach coffee maker and it broke after a few years and decided to buy this one. The product itself is OK, but the spout or the dispenser is terrible. It leaks all over for most cup types. Is just terrible, requires a clean every day of the countertops. Will not recommend buying this. Not a good value at all. thinking of ditching it completely and going to a different coffee maker. Awful."
"September 17, 2016",memoryhole84,4.0,,"This is our second one. The first one lasted about 2.5 years. Great for what it does, but after a year or two, the small wire filter/screen at the bottom of the tank starts to age and clog and restrict flow to your mug. And as it's fixed in place, it's difficult (read ""impossible"") to clean and allow the flow to resume. It's a great and convenient coffee maker, just expect to replace it every two years."
"January 27, 2021",Diane Patrick,1.0,,"Do not buy. I like the coffeemaker itself, but it leaks. The first one we had worked well for a while, then started leaking. I ordered another and it leaked immediately. I sent it back and got replacement. It started leaking immediately. Not sending it back. Will just buy another brand."
"February 25, 2019",Terry,5.0,,"With this model I can see both reservoir levels, the fresh water & the brewed coffee. It is also so much more convenient with less mess to have the input water reservoir separate from the coffee pot."
"April 15, 2017",Susan A. Williams,4.0,,"I've had a few of this type coffee maker. The style avoids spilled and burned coffee. This one is very noisy, as some have said. It sputters for up to an hour after coffee is ready..but not every time. I've tried removing the water tank after brew cycle is complete, but it still sputters. The noise really doesn't bother me. I wish the detachable water tank had a removable lid so that it would fit under my refrigerator's filtered water dispenser. I will purchase another like it when this one quits."
"February 12, 2020",NativeNYer,1.0,,"i had a prior version of this coffee maker that after approximately 10 years began to leak. i was so happy with the older coffee maker that i decided to replace it with an update.  Unfortunately, this new version leaked from day 1. i truly regret that i did not return this machine while i was still able. the coffee brews well and tastes good but  it CONSISTENTLY LEAKS all over the counter. so, if you don't mind keeping a few paper towels under the machine, this is your coffee maker. buyer beware!"
"January 5, 2018",Paul Carrasquillo,1.0,One,"Lasted until today Jan 5, 2018. Water container leaks and the push bottom for the mug to be filled with coffee is completely useless. Unit will make coffee (and leak water) but there's no way to get the coffee out unless you want to scoop it out with a ladle."
"March 16, 2021",Jennifer Tropeano,1.0,,This thing leaked all over the place. When you would get your coffee the stream of hot coffee wouldn’t go into your mug. The carafe part did not sit right in the base. We’ve had this kind of coffee pot before and never had an issue with it. I guess this one was a dud
"September 20, 2020",Juergen Sczesniak,1.0,,"We bought this in May of 2020.  Shortly after the water reservoir would not completely empty to make the amount of cups.  We would have to turn it off and then back on to get it to finish.  And sometimes that did not work.  Also under the bucket that holds the brewed coffee, the fresh coffee started leaking heavily into the two compartments underneath.  In addition, you cannot push a cup against it to fill without the entire machine sliding backwards.  NOT HAPPY!"
"May 21, 2018",Jen,5.0,,We have a camper and this style coffee maker works great no glass pot to come flying off the counter when we are traveling. We had our first one for about 5 years and when that one broke 2 weeks ago we jumped on amazon and didn't hesitate to order this again.
"July 26, 2017",DeltaQuest,5.0,2,"The ""sidekick"" container for filling is a few extra bucks, but waaaaaay better than using the brew pot itself. I love it! (Workmanship is a bit weak on quality, as it tilts to the side, but no loss of functionality)."
"May 8, 2015",Jules,5.0,One,Bought this to replace an older model that gave out after 10 years of use and have used it for over a month.  I love this coffee pot for the lack of carafe and the slim profile on my counter.  Condensation on the lid DOES drip when you open the top but that is a small inconvenience and I would probably spill that much when pouring water in no matter what system I used!  I have no problems filling any cup or travel mug that we have used.  We've tried all the settings and have no issues to report.  Coffee isn't extremely hot right after brewing but it heats up more with the keep warm feature.  Love this coffee pot and will continue to buy Brewstations as long as they make them!
"April 8, 2016",Kristie K.,5.0,,Don't hesitate!  What mess?  People are crazy that say it is a big mess.  This replaced our third dead Keurig and is way better!  Love that you can dispense as little or much coffee as you want.  Filling it?  Way easier and less mess than the Keurig and as people said the baskets come out so I don't know what problem people are having.  We are coffee freaks and we love this!  Makes the best coffee.  Reminds me of Bunn's but way cheaper and no glass to drop and break.  Order! Don't wait!  We use less coffee too because it makes such a good cup.
"April 14, 2016",Stephen F. Sharkins III,4.0,One,Good. A bit clumsy pouring the water in. It is tall so consider your cabinets above. I have to pull the unit out from under the cabinets every morning to open the lid and pour the water; then I push it back. Just occasional burnt taste after hours of warming and if the coffee level is low. The coffee is kept warm by a metal plate about half the size of a business card.
"January 7, 2020",Darla Roth,1.0,,This coffee pot has leaked since day one. Contacted the manufacturer and they did send me a replacement part but did not fix the problem. I did have to pay for shipping on the replacement part. I have purchased many of the same model coffee pots over the years and this one is horrible.
"November 12, 2018",BL,2.0,One,After about two months of use it developed a major drip after dispensing each cup of coffee. This is the second one of these that I have bought. First one lasted about a year before developing the same problem. Don't buy.....
"December 7, 2020",Amazon Customer,5.0,,"Unless you are a single person who drinks a single cup of coffee, save time and skip the Keurig fad.  This Brew Station makes 1 to 12 cups of coffee, and the ""carafe"" then dispenses coffee into your mug, tumbler, or thermos.  No breakable glass pot to pour or clean.  The carafe and filter rinse clean under water and ready for tomorrow's java kickstart."
"May 12, 2016",Ismael,2.0,One,"I liked this coffee maker because it really keeps the coffee warm for longer than the glass carafe and it made a nicer tasting coffee then those regular coffee makers. However, after 6 months of daily use, the lid to the water dispenser broke; then later on the water dispenser would not pump water into the coffee basket. Sometimes it took me 20-30 min to get the coffee going and other times I just gave up and went to work without coffee... Disappointed and frustrating. We finally gave up on it about 3 weeks ago."
"May 8, 2021",Missouri Veterans Outlet,1.0,,"It quits working entirely, I had faith in this product but after THREE failed coffee makers I will not purchase another one of these junk deals"
"April 12, 2016",SingingFlower,5.0,2,"I'd bought this for Valentines day for my sweetie after reading several reviews. We love this coffee maker and would purchase it again. Very easy to use, no dripping or leaking, and it does not steam out the top as some other reviews had noted. Makes excellent coffee, easy to use, and easy to clean, too!"
"January 26, 2021",barbara bryant,1.0,,This is a piece of junk. It leaks all over the counter and there is no way to prevent it from leaking. I had a Hamilton Beach brewmaster for about 10 years and it was great. When it finally died I bought a $15 Black and Decker and used it for 4 years and it’s still working perfectly. I wanted the ease of a brewmaster so I purchased one and it cannot compare to my first one. This will be my last!
"April 28, 2020",Ruby Crowden,1.0,,"I ordered this Brewstation (supposed to be NEW)and waited almost 2 weeks for it to arrive. It was obviously USED and DID NOT WORK! The panel would light up,  and I did as instructed(which is pretty self explanatory anyway) and when I pushed the start button, it would keep beeping and blinking ""pour water"" and the water was in the reservoir.  TOTALLY UNHAPPY!"
"January 4, 2020",Heather,1.0,,"Coffee pot came broken exposing wiring!!! I looked it over when I first recieved it, everything seemed great. Made first batch of coffee, coffee pot worked great but after dumping remaining coffee out the next day I noticed there was 2,  1/2"" holes exposing wiring next to hot plate......still trying to find a number to get ahold of for returns and exchange for a new one! Soo disappointed!!!!"
"August 19, 2018",Shawn McKenna,5.0,,"Love this! It's not your average coffee maker, but I am glad we have it. I like hot coffee so I get it right away and my wife likes it a little cooler, so we don't leave the heater on. If you do leave the heat on it does seem to taste a little burnt after a couple hours, but if you just let it cool down the flavor remains good!"
"May 4, 2010",Anne Perry,5.0,One,"Have had this particular HB Brewstation for over a month now & so far, so good. Had another model that we loved, but it started leaking after 2 yrs. Could NOT find replacement parts for it, so we just decided to replace it with this one.  Really do love the ""carafe-less"" design.  This model is easier to clean & fill than our previous one, & we don't seem to drip as much coffee when dispensing. Also love the programmable feature, the stainless accents, & the bright display, not to mention it looks great on the countertop & makes really good coffee! Just hope this one doesn't start leaking too! The price for this unit was very reasonable & shipping was FREE & very quick! Overall, I'm very happy with my purchase-so far...!"
"May 11, 2021",Pam,5.0,,"Love love this coffee maker. Robust coffee flavor. I’m a coffee snob and this dispenses great flavored coffee. Easy to clean, easy to dump the grounds."
"December 7, 2019",Bob White,2.0,,"After a few months started leaking.  Thought cleaning it helped at first but still leaks. My wife not happy with coffee dripped on the counter.  Also, a one-trick pony.  Kind of hard to make coffee.  Now that Bunn makes a black and stainless unit my wife will allow me to use one."
"December 9, 2019",Brittany,5.0,,This coffee maker is incredibly easy to use. And the push button to serve is so nice and easy. I have no issues and have owned it for several months now.
"February 21, 2016",arsesta,5.0,,"This has changed our lives! I love this product and I am really into the dispensing feature of the coffee maker, no longer needing to wash an easily breakable carafe every day. The coffee tastes great and stays warm for several hours. It goes off at 6 automatically, I drink my cup at 630, and my husband drinks it at 730/8 and it's still fresh. It's a bit pricier than your normal coffee maker ($20 vs $60) but I think it's a good investment. It's a bit bulkier than I expected. Don't forget to buy a filter because it doesn't come with one. And you will use your own cup because it doesn't include the travel mug in the pic either."
"February 2, 2019",J. Pieper,5.0,,"Great coffee pot but takes a little adjustment if your used to a regular ""caraf"" style coffee pot. Really enjoy the way the coffee is dispensed. Once coffee is ready, you hold any variety of cup and press it against the dispense button and coffee fills your cup or your larger thermal containers."
"July 25, 2018",Monica Tantlinger,1.0,,"I love the fact that we can brew iced coffee, I like the size of the pot. BUT the middle lever that you push to release coffee constantly gets stuck. Sometimes continuing to pour coffee onto the counter.  And you can't push the lever unless the actual pot is against the wall because you need the back of the wall so you can apply enough pressure. It's frustrating because getting coffee out should be the easiest part.  I like the idea of this coffee maker but the execution is poor."
"November 5, 2018",Amazon Customer,1.0,,We loved it when we first received it but not long after we started using it every day it developed a water leak between where the water tank connects to the unit.  Would not recommend anyone else buying one.  Already ordered another one without the separate water tank.
"October 14, 2019",Katt J,5.0,,"I love this coffee maker more than my Keurig! The flavor of the coffee is fresher, and more bold, I can program it to whatever temperature/style coffee I want. It's just fantastic! I paired it with a goldtone mesh filter basket, so we wouldnt have to continuously buy paper filters, and its marvelous!"
"December 27, 2020",kimberly berry,5.0,,Ordered for my brother. He had one but went through a divorce and she got the coffee pot. Lol. But we ordered a new one and it works great.
"April 3, 2020",Keith Gilman,5.0,,"We used to have the older version of the same coffee maker. I’m so glad we bought the new one. The separate water tank is so nice and eased to fill. It does slide on the counter when you try to fill a cup, but thats expected because it doesn’t weigh 50lbs. Aside from that it’s nice.  The newer updated product is a very nice upgrade."
"July 22, 2019",Dixie Browning,5.0,,This is my 3 rd Brewstation and they get better every time. This one is by far the easiest  to fill and clean. It makes great coffee and I think it only takes about 1 minute per cup. (I usually make 6 cups and it takes about 6 minutes)  The best feature is the water tank on the side that you just fill and put in place. No pouring the water into another tank and making a mess. I plan to wear out this Brewstation too!
"May 17, 2021",Bruce P. Anderson,2.0,,"We have had probably 6 of this same model & once they wear out purchase another because we love coffee & this Brew Station.  This most recent purchase makes a constant gurgling sound following brewing.  I know this in not common with this model because we have used this model for years in 2 locations.  Will follow suggested troubleshooting & if this doesn't solve problem, I request at replacement."
"December 17, 2020",Patricia Brooks,1.0,,"I've had this a month and the above stars are only for flavor, etc. I gave an overall rating of one star because, since day one, when trying to fill my cup, it drips behind the button and fills the drip tray to overflowing. No matter how or where I push or how lightly I push. UGH! I'm so disappointed. No, I wouldn't recommend this product."
"December 19, 2018",Optimistic Intentions,5.0,,We love our coffee maker! I love the self serve feature. You don't have to worry about dropping or breaking the pot. Everything that needs to be washed comes apart and reinstalls easily for cleaning. We use Starbucks Pike's Peak coffee and the flavor is on point. Also the brewing time is quick. It also features a keep warm option for up to 4 hours. Shuts off automatically. Great buy!
"August 12, 2012",Moonstar,4.0,8,"I had a previous model of the Hamilton Beach a few years ago, and replaced it with a smaller Hamilton Beach when I was the only one at home drinking coffee.  Recently, a few members of my family moved back in, and I had to get the big one again.  This one is easier to pour water into the the first one I had.  I like the redesign.  It still makes coffee that doesn't taste burned after an hour in the pot.  I like the fact that there is no glass carafe to break, and it dispenses right into my mug. Another nice thing to note is that, since you dispense right into your cup, you don't have to wait until the whole pot is brewed to get a cup of coffee.  If you are in a hurry, just put your cup under the spout while it is brewing and press the lever.  The coffee that is already made will fill your cup. A word of caution about Hamilton Beach coffee makers-  YOU MUST clean the coffee maker at least every month.  I use white vinegar and run it through at least 3 times.  Our coffee maker is used several times a day, so we have to clean it more frequently than most.  If you do not do this, the coffee maker will start leaving un-heated water in the water holding tank, sometimes 2-4 cups out of the 12 cup capacity.  This makes the coffee you made stronger than it should be and obviously you get less of it.  I don't know what mechanism inside causes this, but if you clean it and run the vinegar through 2 or 3 times, it clears it up and you get back to full pots of coffee that taste great again.  I use about 6 cups of the vinegar and 6 cups of water, and run that same solution through 3 times.  I use the same solution, careful to pour in only the liquid, and leave any solids that were filtered out last run behind. If you do take care to clean it as I suggested, the coffee tastes great, the coffee stays warm for up to 4 hours (you can set it to keep hot for 1-4 hours), and there is no carafe to clean up or break. You can also set it to start brewing at a later time.  I would recommend this coffee maker.  It makes great coffee for a coffee maker in this price range."
"April 14, 2021",B. Smith,2.0,,This is the third time I have bought this model over a period of years. This one began to leak after I had had it only a month. It functions fine just a slow leak that has to be mapped up every day. I will not buy it again.
"February 4, 2021",Kathryn,1.0,,We had the prior version of this coffee maker and over time it started leaking so we ordered the new version.  Sad to say our countertop has coffee all over it and everytime we dispense the coffee it's pouring out of two places - very disappointed as we just got this a few days ago.  I will be emailing Hamilton Beach as well...just a big waste of money but we loved the idea of no carafe.
"March 25, 2015",Pixie,5.0,,After my carafe broke on my Cuisinart and the machine wasn't working like before I did some research on the best coffeemaker. This one was highly recommended on different sites and received great reviews so I decided to try it. I'm so glad I did! Its so easy to use and the clean up is just as easy. My only con is I wish it were a little heavier so it didn't move when I press my cup to get coffee but I just leave it pushed up against the wall so its not really a problem. Has a great 4 hr warmer that doesn't cook your coffee and you can even add on more time to keep your coffee nice and hot.
"October 31, 2020",Jennifer L.,1.0,,We loved this coffee maker until less that five months of use it has begun to leak all over the counters. Cleaned thoroughly and inspected but cant find the source.  Dont waste you money.
"September 16, 2019",Evan D.,4.0,,"Love the dispense mechanism, much more versatile than a regular pot (at the cost of being a pretty large unit). Being made of primarily plastic, there is an odd taste that has yet to dispel; it isn't terrible and I'm sure it will go away after a while, it certainly doesn't ruin the coffee. Everything comes apart for easy cleaning and reassembley."
"January 31, 2012",Shy,5.0,One,"Overall this machine is great. This machine is easy to use with little complication. Other machines like this seem to leave very little space for pouring the water in, this one has more then enough space for pouring as well as a pour spout on the coffee holder for doing just that without a mess. Also other machines have a design flaw when it comes to the size of cups you can use with the machine. I have yet to have such problem. I have used cups of all sizes including a travel mug and a large coffee mug. Also wanted to mention I have not yet had ANY mess on my counter top which I love since regular machines with a coffee pot, over flow all the time as well as create messes when pouring coffee. However the instructions do say to tilt the cup a little while despencing with doing so I have not yet had one spill or one complaint. This is an issue I noticed alot in reviews as well as in other products like this I have used although I have not personally had a problem with this one. This is deffinitely the way to go if you are looking to try out this type of coffee maker for the first time, especially since it is also priced well."
"March 9, 2020",roger disotell,1.0,One,"Coffee leaks out of fill spout, down the face of the coffee maker when dispencing, This is after every brew."
"September 9, 2020",JD,1.0,,"In the past 5 plus years I have had this style of coffee maker twice. The first on no problems therefore when I replaced it no brainer I bought the same model. Big mistake from the get go the unit leaks and I have to clean out the catch tray after ever use. I no longer have my old one or the box from this unit therefore I am stuck with it and now i have to look for another replacement, however I will be looking somewhere else for it."
"April 21, 2016",J_E_M,4.0,,"This coffee maker is pretty good and does most of what is advertised.  It brews moderate strength coffee on the bold cycle, which is good enough for most. The big issue I had with this coffee maker is that it constantly was boiling the water and making a good bit of noise.  I sent the first machine back to Amazon thinking it was a fluke but the second machine had the same problem.  I was able to ""fix"" it by inserting a few layers of aluminum foil to act as a buffer from the heating block.  Coffee still stays hot but it prevents it from giving the coffee a burnt taste or boiling."
"September 13, 2019",LAP,5.0,,"Water reservoir removes easily. Adjustment for 1-4 cups is perfect for times my spouse is away on business trips. Glad unit has the ""Bold"" option. We like our coffee prepared strong like that coffee is served in GE & other European countries. The unit looks elegant on the kitchen counter. The design matches other small appliances."
"May 13, 2019",Sheresa Snyder,5.0,One,This is by far the best one I have tried from Hamilton Beach.  Overall a great coffee maker.  They did there homework on this one.
"November 10, 2019",Amazon Customer,3.0,,"The  water reservoir does not hold enough water for 4 decent size mugs of coffee. Also the machine makes a loud noise just keeping warm after brewing. I did not return this coffee maker, and I'm still using it. But will be moving it to my RV and buying a better one for my house."
"July 30, 2016",Carol Hightower,5.0,,"We replaced our old Brew Station when it gave up after many years, and we couldn't be happier.  This machine is a big improvement - and we didn't think improvement was possible.  It's slimmer and more attractive, the level of the coffee is much easier to read, the clock is easier to read, it's easier to fill and set the timer, and the coffee is just as good.  So there's a little condensation running down when you lift the lid - all in all, it's not even worth commenting on because there's so little of it. This coffee maker wins five stars and then some!"
"November 23, 2018",Fww,2.0,,"Got this in Augustand make two small pots of coffee a day.  It has stopped making hot coffee, only warm.  Checked the settings, etc,that is not where the problem is. The window for support closed last week, so I guess I'm out of luck!  My new Mr.Coffee is on it's way!"
"March 11, 2019",Reel Rudy,5.0,,"This is our second coffee maker that we have bought, and we can't enough good things about it.  No carafe to break and replace and keeps coffee at the correct temp for a long time.  No burnt coffee taste.  When this one goes out we'll buy another on just like it."
"January 27, 2021",Kasey,5.0,,"This coffee maker was not a disappointment. I have wanted one for years and finally decided to treat myself. Simple to use, easy to clean, and makes a great tasting cup of coffee. I highly recommend this machine to anyone who prefers their coffee from home, over a drive thru."
"July 13, 2019",The W,5.0,,"This one I bought as a gift, I love these, they usually only last 2-3 years before something snaps off but I think it is still worth it."
"May 20, 2020",alexa,1.0,,"if i could give this stupid product a 0 star rating, i would. this thing leaks everywhere and there’s no way to avoid it because it’s built like a tower. So you open the top lid and gross water goes everywhere. Also, whenever you push the nozzle to pour the coffee, it comes out the sides of the actual nozzle. PLUS idk what this is about but water just pours from a hole in the back. this is the biggest waste of money, don’t purchase this trash."
"April 29, 2019",D Johnson,2.0,,"I replaced the same brand coffee dispenser with this one ( had the other 6 plus years).  The other one I had, the water had to be poured in the back, loved the thought of filling the water dispenser with water and attaching to the side.  BUT the dispenser sits on crooked, leans to the right with a big gap and flush on the bottom."
"May 7, 2019",JStearns,5.0,,This was purchased for my office and we go through around 3 pots a day of coffee with everyone that works here. This machine is holding up great. It is easy to keep clean and we no longer have the mess from people spilling coffee over the counter when pouring it from the glass carafe. We love the programmable keep warm feature. Now if I can just get people who take the last of the coffee to turn the machine off we will be all set!
"May 26, 2021",Kristen D'Acquisto,1.0,,"We had this for just over a year, and it broke. The coffee brews just fine, but the dispenser no longer works to pour the coffee. Pretty disappointing for such a basic product."
"December 17, 2019",Onara,3.0,,Purchased but returning *too light to allow the on demand feature to be used without moving the entire machine. *The water container doesn't sit straight on the machine so it looks crooked. *You have to lift the coffee filter out to retrieve the coffee tank-so using both hands is not convenient. Should have went with the first choice-the Cuisanart DCC3000-the one before this HB.
"June 29, 2016",J. Merz,5.0,,This makes good coffee. It's easy to fill and clean and I love being able to get a full cup of coffee in a big mug. People say it drips. So put a paper towel under it when carrying it to the sink. All coffee makers have condescension when hot water is heated. Not a big deal. It sits on a counter that isn't going to be hurt with a little water. Getting the size coffee I want is worth a little water on my counter. I would buy this again and would recommend it.
"July 28, 2019",Pamela S.,5.0,,This is the third unit we have purchased over several years time. We've been very pleased with the unit. Wife likes it because it is small and we have limited counter space. Wife likes to renew the coffee maker every 2 -3 years just because. Customer service was very helpful the (1) time we used it. Replace unit for us when ours failed after 2 years of service. Very good company and service.
"March 8, 2021",Landon,5.0,,Had the older Version so I knew what I wanted.  Perfect and the best option was variable warmer setting.  Very nice all the way around.
"October 24, 2016",Amazon Customer,5.0,One,"Love this coffee pot! I had an older model years back and enjoyed it.. and when my Keurig died I didnt want to replace it and chose this model instead. So glad I did! The ability alone to make iced coffee makes it worth it for me. Easy to use, programmable so I can set it up rock have hot coffee waiting for me when I wake up. Love it!"
"March 21, 2013",PunkyBookster,2.0,,"I bought this to replace my husband's old coffee maker and it did not work out. We liked the look, the style everything about it visually, but once he brewed the coffee and attempted to have a cup he was turned off. The coffee tasted like plastic and no matter how many times you washed this item out it did not change the taste of the coffee. I think maybe a chemical used in making this hung around. And for us that was a little scary to think what one could be consuming. Amazon was great in taking this back and giving a refund. It would be nice if they fixed the issue because this is a great coffee pot otherwise."
"March 5, 2021",Nel Smidt,1.0,,"I bought this for my personal use.  Unfortunately, I threw the box away before using the machine.  This is the worst design I have ever seen.  You must lift out the basket as normal, but then you must lift out the middle cumbersome section in order to put the water in the bottom section.  Would never use on a daily basis.  It is awful. I have returned to my  previous coffeemaker."
